inci	cas	ec	functions	restriction
PEG-40 ISOSTEARATE	56002-14-3		EMULSIFYING, SURFACTANT	
PEG-40 JOJOBA ACID	-	-	EMULSIFYING, SURFACTANT	
PEG-40 JOJOBA ALCOHOL	-	-	EMULSIFYING, SURFACTANT	
PEG-40 LANOLIN	61790-81-6	-	EMULSIFYING, SURFACTANT	
PEG-40 METHYL ETHER			SOLVENT	
PEG-40 OLIVE GLYCERIDES	103819-46-1		EMULSIFYING	
PEG-40/PPG-8 METHYLAMINOPROPYL/HYDROXYPROPYL DIMETHICONE COPOLYMER	177771-32-3		HAIR CONDITIONING	
PEG-40 RICINOLEAMIDE	-	-	EMULSIFYING, SURFACTANT	
PEG-40 SORBITAN DIISOSTEARATE	-	-	EMULSIFYING, SURFACTANT	
PEG-40 SORBITAN LANOLATE	-	-	EMULSIFYING, SURFACTANT	
PEG-40 SORBITAN LAURATE	9005-64-5	-	EMULSIFYING, SURFACTANT	
PEG-40 SORBITAN OLEATE	9005-65-6		CLEANSING, EMULSIFYING	
PEG-40 SORBITAN PERISOSTEARATE			EMULSIFYING, SURFACTANT	
PEG-40 SORBITAN PEROLEATE	-	-	EMULSIFYING, SURFACTANT	
PEG-40 SORBITAN STEARATE	9005-67-8	-	EMULSIFYING, SURFACTANT	
PEG-40 SORBITAN TETRAOLEATE			EMULSIFYING	
PEG-40 SOY STEROL	-	-	EMULSIFYING, SURFACTANT	
PEG-40 STEARATE	9004-99-3	-	EMULSIFYING, SURFACTANT	
PEG-400	25322-68-3	-	BINDING, EMULSION STABILISING, SOLVENT	
PEG-400/1,4-BUTANEDIOL/SMDI COPOLYMER	155801-96-0,1342797-89-0		ABSORBENT	
PEG-42 BABASSU GLYCERIDES			EMULSIFYING	
PEG-42 MUSHROOM GLYCERIDES			EMOLLIENT, EMULSIFYING	
PEG-44 CASTOR OIL	61791-12-6	-	EMULSIFYING, SURFACTANT	
PEG-44 SORBITAN LAURATE	9005-64-5	-	SURFACTANT	
PEG-444 PENTAERYTHRITYL TETRA(AMIDOGLUTAROYL SUCCINIMIDO ETHYL ETHER)	-	-	EMOLLIENT, SKIN CONDITIONING	
PEG-444 PENTAERYTHRITYL TETRA(GLUTAROYLSUCCINIMIDE)	-	-	SKIN CONDITIONING	
PEG-45	25322-68-3		BINDING, HUMECTANT, SOLVENT	
PEG-45 BIS-(TOCOPHERYL SUCCINATE)			ANTIOXIDANT, ANTISEBORRHOEIC	
PEG-45/DODECYL GLYCOL COPOLYMER	78336-31-9		EMULSION STABILISING	
PEG-45 HYDROGENATED CASTOR OIL	61788-85-0	-	EMULSIFYING, SURFACTANT	
PEG-45 PALM KERNEL GLYCERIDES	124046-52-2		EMULSIFYING	
PEG-45 SAFFLOWER GLYCERIDES			EMULSIFYING	
PEG-45 STEARATE	9004-99-3	-	EMULSIFYING, SURFACTANT	
PEG-45 STEARATE PHOSPHATE			SURFACTANT	
PEG-450	25322-68-3	-	BINDING, EMULSION STABILISING, SOLVENT	
PEG-45M	25322-68-3		HUMECTANT	
PEG-47 POLY(1,2-BUTANEDIOL)-66 PROPYLENE GLYCOL				
PEG-5 BERTHOLLETIA EXCELSA SEED OIL GLYCERYL ESTERS			SKIN CONDITIONING	
PEG-5 CASTOR OIL	61791-12-6	500-151-7	EMULSIFYING, SURFACTANT	
PEG-5 COCAMIDE	68425-44-5		EMULSIFYING, SURFACTANT	
PEG-5 COCAMINE	61791-14-8		EMULSIFYING	
PEG-5 COCOATE	61791-29-5		EMULSIFYING	
PEG-5 COCOMONIUM METHOSULFATE	68989-03-7		ANTISTATIC	
PEG-5 DEDM HYDANTOIN	68130-12-1		ANTIMICROBIAL	
PEG-5 DEDM HYDANTOIN OLEATE			ANTIMICROBIAL	
PEG-5 DITRIDECYLMONIUM CHLORIDE			ANTISTATIC, SURFACTANT	
PEG-5 ETHYLHEXANOATE			EMULSIFYING	
PEG-5 GLYCERYL ISOSTEARATE			EMOLLIENT, EMULSIFYING	
PEG-5 GLYCERYL OLEATE			EMULSIFYING	
PEG-5 GLYCERYL SESQUIOLEATE	57107-97-8		EMULSIFYING	
PEG-5 GLYCERYL STEARATE			EMULSIFYING, SURFACTANT	
PEG-5 GLYCERYL TRIISOSTEARATE	86846-21-1		EMOLLIENT, EMULSIFYING	
PEG-5 GLYCERYL TRIOLEATE	68958-64-5		EMOLLIENT, EMULSIFYING	
PEG-5 GLYCERYL TRISTEARATE	41080-66-4		EMOLLIENT, EMULSIFYING	
PEG-5 HYDROGENATED CASTOR OIL	61788-85-0	500-147-5	EMULSIFYING, SURFACTANT	
PEG-5 HYDROGENATED CASTOR OIL ISOSTEARATE			EMULSIFYING, VISCOSITY CONTROLLING	
PEG-5 HYDROGENATED CASTOR OIL TRIISOSTEARATE			EMULSIFYING, VISCOSITY CONTROLLING	
PEG-5 HYDROGENATED CORN GLYCERIDES			EMULSIFYING, SURFACTANT	
PEG-5 HYDROGENATED LANOLIN	68648-27-1		EMOLLIENT, EMULSIFYING	
PEG-5 HYDROGENATED TALLOW AMINE	61791-26-2	500-153-8	EMULSIFYING	
PEG-5 ISODECYLOXYPROPYLAMINE	170516-50-4		ANTISTATIC	
PEG-5 ISONONANOATE	-	-	EMULSIFYING, SURFACTANT	
PEG-5 LANOLATE	68459-50-7		EMULSIFYING	
PEG-5 LANOLIN	61790-81-6		EMULSIFYING	
PEG-5 LANOLINAMIDE			EMULSIFYING	
PEG-5 LAURAMIDE	26635-75-6		EMULSIFYING	
PEG-5 OLEAMIDE	26027-37-2		EMULSIFYING	
PEG-5 OLEAMIDE DIOLEATE			EMULSIFYING	
PEG-5 OLEAMINE	26635-93-8		EMULSIFYING	
PEG-5 OLEAMMONIUM METHOSULFATE	64611-81-0		HAIR CONDITIONING	
PEG-5 OLEATE	9004-96-0		EMULSIFYING	
PEG-5 PENTAERYTHRITYL DIMETHYLOL PROPIONATE-2 DENDRIMER	-	-	ABSORBENT, BINDING, EMULSION STABILISING, FILM FORMING, HAIR FIXING	
PEG-5 PENTAERYTHRITYL DIMETHYLOL PROPIONATE-3 DENDRIMER	-	-	ABSORBENT, BINDING, EMULSION STABILISING, FILM FORMING, HAIR FIXING	
PEG-5 PENTAERYTHRITYL DIMETHYLOL PROPIONATE-4 DENDRIMER	-	-	ABSORBENT, BINDING, EMULSION STABILISING, FILM FORMING, HAIR FIXING	
PEG-5 PENTAERYTHRITYL DMPA-2 CAPRATE/CAPRYLATE DENDRIMER	462113-22-0	-	VISCOSITY CONTROLLING	
PEG-5 PENTAERYTHRITYL ETHER			EMOLLIENT	
PEG-5 PHYTOSTEROL			EMULSIFYING	
PEG-5 RAPESEED STEROL	-	-	CLEANSING, EMULSIFYING, SURFACTANT	
PEG-5 SORBITAN ISOSTEARATE	66794-58-9		EMULSIFYING	
PEG-5 SOY STEROL			EMULSIFYING	
PEG-5 SOYAMINE	61791-24-0		EMULSIFYING, SURFACTANT	
PEG-5 STEARAMINE	9003-93-4		ANTISTATIC, EMULSIFYING	
PEG-5 STEARATE	9004-99-3		EMULSIFYING, SURFACTANT	
PEG-5 STEARYL AMMONIUM CHLORIDE	80238-02-4 / 80462-94-8		ANTISTATIC, SURFACTANT	
PEG-5 STEARYL AMMONIUM LACTATE			ANTISTATIC, SURFACTANT	
PEG-5 TALL OIL STEROL			ANTISTATIC	
PEG-5 TALLATE	61791-00-2		EMULSIFYING	
PEG-5 TALLOW AMIDE	68155-24-8 / 8051-61-4		EMULSIFYING	
PEG-5 TALLOW BENZONIUM CHLORIDE			ANTISTATIC, SURFACTANT	
PEG-5 TRICAPRYL CITRATE			EMULSIFYING	
PEG-5 TRICETYL CITRATE			EMOLLIENT	
PEG-5 TRILAURYL CITRATE			EMOLLIENT	
PEG-5 TRIMETHYLOLPROPANE TRIMYRISTATE			EMULSIFYING	
PEG-5 TRIMYRISTYL CITRATE			EMOLLIENT	
PEG-5 TRISTEARYL CITRATE			EMOLLIENT	
PEG-5 TSUBAKIATE GLYCERIDES			EMULSIFYING	
PEG-50 CASTOR OIL	61791-12-6		EMULSIFYING, SURFACTANT	
PEG-50 GLYCERYL ISOSTEARATE			CLEANSING, EMULSIFYING	
PEG-50 GLYCERYL TRIISOSTEARATE			EMOLLIENT, EMULSIFYING	
PEG-50 GLYCERYL TRIOLEATE	68958-64-5		EMOLLIENT, EMULSIFYING	
PEG-50 HYDROGENATED CASTOR OIL	61788-85-0	-	EMULSIFYING, SURFACTANT	
PEG-50 HYDROGENATED CASTOR OIL ISOSTEARATE			EMULSIFYING, VISCOSITY CONTROLLING	
PEG-50 HYDROGENATED CASTOR OIL LAURATE			SKIN CONDITIONING	
PEG-50 HYDROGENATED CASTOR OIL SUCCINATE			EMULSIFYING, VISCOSITY CONTROLLING	
PEG-50 HYDROGENATED CASTOR OIL TRIISOSTEARATE			EMULSIFYING, VISCOSITY CONTROLLING	
PEG-50 HYDROGENATED PALMAMIDE	-	-	CLEANSING, SURFACTANT	
PEG-50 HYDROGENATED TALLOW AMINE	-	-	EMULSIFYING, SURFACTANT	
PEG-50 LANOLIN	61790-81-6	-	EMULSIFYING, SURFACTANT	
PEG-50 SHEA BUTTER			EMULSIFYING	
PEG-50 STEARAMIDE			EMULSIFYING	
PEG-50 STEARAMINE	9003-93-4	-	ANTISTATIC, EMULSIFYING, SURFACTANT	
PEG-50 STEARATE	9004-99-3		EMULSIFYING, SURFACTANT	
PEG-50 TALLOW AMIDE	68155-24-8 / 8051-63-6	- / -	EMULSIFYING, SURFACTANT	
PEG-500	25322-68-3		BINDING, EMULSION STABILISING, SOLVENT	
PEG-54 CASTOR OIL	61791-12-6	-	EMULSIFYING, SURFACTANT	
PEG-54 HYDROGENATED CASTOR OIL	61788-85-0	-	EMULSIFYING, SURFACTANT	
PEG-55	25322-68-3		BINDING, HUMECTANT, SOLVENT	
PEG-55 CASTOR OIL	61791-12-6	-	EMULSIFYING, SURFACTANT	
PEG-55 HYDROGENATED CASTOR OIL	61788-85-0	-	EMULSIFYING, SURFACTANT	
PEG-55 LANOLIN	61790-81-6	-	EMULSIFYING, SURFACTANT	
PEG-55 PROPYLENE GLYCOL OLEATE	86481-08-5	-	SURFACTANT, VISCOSITY CONTROLLING	
PEG-55 STEARATE	9004-99-3		CLEANSING	
PEG-58 HYDROGENATED CASTOR OIL ISOSTEARATE			EMULSIFYING, VISCOSITY CONTROLLING	
PEG-5M	25322-68-3		BINDING, EMULSION STABILISING, VISCOSITY CONTROLLING	
PEG-6	25322-68-3		HUMECTANT, SOLVENT	
PEG-6 ALMOND GLYCERIDES	226993-90-4		EMOLLIENT, EMULSIFYING	
PEG-6 BEESWAX			EMULSIFYING	
PEG-6 BUTYLENE GLYCOL LAURATE			EMOLLIENT, EMULSIFYING	
PEG-6 CAPRYLATE/CAPRATE			EMULSIFYING	
PEG-6 CAPRYLIC/CAPRIC GLYCERIDES			EMULSIFYING	
PEG-6 COCAMIDE	68425-44-5		EMULSIFYING, SURFACTANT	
PEG-6 COCAMIDE PHOSPHATE			CLEANSING	
PEG-6 DIISOSTEARATE			EMULSIFYING	
PEG-6 DILAURATE	9005-02-1		EMULSIFYING	
PEG-6 DIMETHICONE	-	-	HUMECTANT, PLASTICISER	
PEG-6 DIOLEATE	9005-07-6		EMULSIFYING	
PEG-6 DISTEARATE	9005-08-7		EMULSIFYING	
PEG-6 GLYCERYL CAPRATE			EMOLLIENT, EMULSIFYING	
PEG-6 GLYCERYL ISOSTEARATE			EMOLLIENT, EMULSIFYING	
PEG-6 GLYCERYL TRISTEARATE	41080-66-4		EMOLLIENT, EMULSIFYING	
PEG-6 HYDROGENATED CASTOR OIL	61788-85-0	500-147-5	EMULSIFYING, SURFACTANT	
PEG-6 HYDROGENATED PALM/PALM KERNEL GLYCERIDE			EMOLLIENT, EMULSIFYING	
PEG-6 HYDROGENATED PALMAMIDE			EMULSIFYING, STABILISING	
PEG-6 ISOLAURYL THIOETHER			EMULSIFYING	
PEG-6 ISOPALMITATE			EMULSIFYING	
PEG-6 ISOSTEARATE	56002-14-3		EMULSIFYING	
PEG-6 LANOLATE	68459-50-7		EMULSIFYING	
PEG-6 LAURAMIDE	26635-75-6		EMULSIFYING	
PEG-6 LAURATE	9004-81-3		EMULSIFYING	
PEG-6 LAURATE/TARTRATE			EMULSIFYING	
PEG-6 METHICONE ACETATE			EMULSIFYING, HAIR CONDITIONING, SKIN CONDITIONING	
PEG-6 METHYL ETHER	9004-74-4		SOLVENT	
PEG-6 METHYL ETHER DIMETHICONE			EMULSIFYING, HAIR CONDITIONING, SKIN CONDITIONING	
PEG-6 OLEAMIDE	26027-37-2		EMULSIFYING	
PEG-6 OLEAMINE	26635-93-8		EMULSIFYING, FOAM BOOSTING	
PEG-6 OLEATE	9004-96-0		EMULSIFYING, SURFACTANT	
PEG-6 OLIVE GLYCERIDES	103819-46-1		EMOLLIENT, EMULSIFYING	
PEG-6 PALMITATE	9004-94-8		EMULSIFYING, SURFACTANT	
PEG-6 PPG-7 ETHYLHEXYL ETHER	64366-70-7		CLEANSING, SURFACTANT	
PEG-6 PROPYLENE GLYCOL CAPRYLATE/CAPRATE			EMOLLIENT, EMULSIFYING	
PEG-6 SESQUI(BENZOTRIAZOLYL T-BUTYL HYDROXYPHENYLPROPIONATE)	104810-48-2		STABILISING	
PEG-6 SORBITAN OLEATE	9005-65-6		EMULSIFYING	
PEG-6 SORBITAN STEARATE	9005-67-8		EMULSIFYING	
PEG-6 STEARATE	9004-99-3		EMULSIFYING	
PEG-6 STEARYLGUANIDINE			ANTISTATIC, EMULSIFYING	
PEG-6 TRIMETHYLOLPROPANE TRIACRYLATE	28961-43-5	278-260-1	BINDING, FILM FORMING	
PEG-6 UNDECYLENATE			ANTIDANDRUFF, SURFACTANT	
PEG-60	25322-68-3	-	HUMECTANT, SOLVENT	
PEG-60 ALMOND GLYCERIDES	226993-90-4		EMULSIFYING	
PEG-60 CASTOR OIL	61791-12-6	-	EMULSIFYING, SURFACTANT	
PEG-60 CASTOR OIL ISOSTEARATE			EMULSIFYING	
PEG-60 CORN GLYCERIDES	-	-	EMULSIFYING, SURFACTANT	
PEG-60 EVENING PRIMROSE GLYCERIDES	124046-44-2	-	EMULSIFYING, SURFACTANT	
PEG-60 GLYCERYL DIISOSTEARATE	-	-	EMULSIFYING, SURFACTANT	
PEG-60 GLYCERYL ISOSTEARATE			SURFACTANT	
PEG-60 GLYCERYL STEARATE			EMULSIFYING	
PEG-60 GLYCERYL TRIISOSTEARATE			EMOLLIENT, EMULSIFYING	
PEG-60 GLYCERYL TRIOLEATE	68958-64-5		EMOLLIENT, EMULSIFYING	
PEG-60 HYDROGENATED CASTOR OIL	61788-85-0	-	EMULSIFYING, SURFACTANT	
PEG-60 HYDROGENATED CASTOR OIL LAURATE			SKIN CONDITIONING	
PEG-60 HYDROGENATED CASTOR OIL PCA ISOSTEARATE			SKIN CONDITIONING	
PEG-60 HYDROGENATED CASTOR OIL TRIISOSTEARATE			EMULSIFYING, VISCOSITY CONTROLLING	
PEG-60 HYDROGENATED DIMER DILINOLEATE	-	-	EMULSIFYING, SURFACTANT	
PEG-60 LANOLIN	61790-81-6		EMULSIFYING	
PEG-60 PASSIFLORA EDULIS SEED GLYCERIDES	-	-	EMOLLIENT, EMULSIFYING	
PEG-60 PASSIFLORA INCARNATA SEED GLYCERIDES			EMOLLIENT, EMULSIFYING	
PEG-60 POLYGLYCERYL-4 HEXAACRYLATE				
PEG-60 SHEA BUTTER GLYCERIDES	226993-83-5	-	EMOLLIENT, EMULSIFYING, SURFACTANT	
PEG-60 SORBITAN STEARATE	9005-67-8	-	SURFACTANT	
PEG-60 SORBITAN TETRAOLEATE			EMULSIFYING	
PEG-60 SORBITAN TETRASTEARATE			EMULSIFYING	
PEG-60 TSUBAKIATE GLYCERIDES			CLEANSING, EMULSIFYING	
PEG-65 BUTYLENE GLYCOL ISOSTEARATE			EMULSIFYING, SURFACTANT	
PEG-65 HYDROGENATED CASTOR OIL	61788-85-0		EMULSIFYING, SURFACTANT	
PEG-65M	25322-68-3		BINDING, EMULSION STABILISING, VISCOSITY CONTROLLING	
PEG-66 TRIHYDROXYSTEARIN	-	-	EMULSIFYING, SURFACTANT	
PEG-7	25322-68-3		HUMECTANT, SOLVENT	
PEG-7 AMODIMETHICONE	133779-14-3		HAIR CONDITIONING, HUMECTANT	
PEG-7 BETA-NAPHTHOL	-	-	VISCOSITY CONTROLLING	
PEG-7 CAPRYLIC/CAPRIC GLYCERIDES	-	-	EMULSIFYING	
PEG-7 CARAPA GUIANENSIS GLYCERYL ESTERS			EMOLLIENT, SKIN CONDITIONING	
PEG-7 COCAMIDE	68425-44-5	-	EMULSIFYING, SURFACTANT	
PEG-7 COCOGLYCERIDES	-	-	EMOLLIENT, EMULSIFYING	
PEG-7 DIMETHICONE			HAIR CONDITIONING, SKIN CONDITIONING	
PEG-7 GLYCERYL COCOATE	66105-29-1, 68201-46-7		EMULSIFYING, SURFACTANT	
PEG-7 GLYCERYL LAURATE	59070-56-3		EMOLLIENT, EMULSIFYING	
PEG-7 GLYCERYL SOYATE			EMOLLIENT, EMULSIFYING	
PEG-7 HYDROGENATED CASTOR OIL	61788-85-0		EMULSIFYING, SURFACTANT	
PEG-7 LANOLATE	68459-50-7		EMULSIFYING	
PEG-7 METHYL ETHER	9004-74-4		SOLVENT	
PEG-7 METHYL ETHER DIMETHICONE			EMULSIFYING, HAIR CONDITIONING, SKIN CONDITIONING	
PEG-7 OLEAMIDE	26027-37-2		EMULSIFYING	
PEG-7 OLEATE	9004-96-0		EMULSIFYING, SURFACTANT	
PEG-7 OLIVATE	226708-41-4		EMULSIFYING	
PEG-7 OLIVE GLYCERIDES	103819-46-1		EMOLLIENT, EMULSIFYING	
PEG-7/PPG-2 PENTAERYTHRITYL TETRAACRYLATE	1421341-42-5		FILM FORMING	
PEG-7/PPG-2 PENTAERYTHRITYL TRIACRYLATE/DIPROPYLAMINOPROPIONATE	872413-30-4		FILM FORMING	
PEG-7/PPG-2 PROPYLHEPTYL ETHER			CLEANSING, EMULSIFYING, STABILISING, SURFACTANT	
PEG-7 PROPYLHEPTYL ETHER	-	-	EMULSION STABILISING	
PEG-7 RICINOLEAMIDE			EMULSIFYING	
PEG-7 RICINOLEATE	9004-97-1		EMULSIFYING	
PEG-7 STEARATE	9004-99-3		EMULSIFYING	
PEG-7 SUNFLOWER GLYCERIDES	180254-52-8 / 186511-05-7		EMOLLIENT, EMULSIFYING	
PEG-7 TALLOW AMINE	61791-26-2		ANTISTATIC, EMULSIFYING	
PEG-7 THEOBROMA GRANDIFLORUM SEED BUTTER GLYCERYL ESTERS			EMOLLIENT, SKIN CONDITIONING	
PEG-7 TRIMETHYLOLPROPANE COCONUT ETHER	-	-	EMULSIFYING, SURFACTANT	
PEG-70 HYDROGENATED LANOLIN	68648-27-1	-	EMULSIFYING, SURFACTANT	
PEG-70 LANOLIN	-	-	CLEANSING	
PEG-70 MANGO GLYCERIDES	-	-	EMULSIFYING, SURFACTANT	
PEG-75	25322-68-3		BINDING, HUMECTANT, SOLVENT	
PEG-75 BETA-SITOSTEROL			EMULSIFYING	
PEG-75 CASTOR OIL	61791-12-6	-	EMULSIFYING, SURFACTANT	
PEG-75 COCOA BUTTER GLYCERIDES			EMULSIFYING	
PEG-75 CRAMBE ABYSSINICA SEED OIL	-	-	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING	
PEG-75 DILAURATE	9005-02-1	-	EMULSIFYING, SURFACTANT	
PEG-75 DIOLEATE	9005-07-6	-	EMULSIFYING, SURFACTANT	
PEG-75 DISTEARATE	9005-08-7	-	EMULSIFYING, SURFACTANT	
PEG-75 LANOLIN	61790-81-6 / 8039-09-6		EMOLLIENT, EMULSIFYING, SURFACTANT	
PEG-75 LANOLIN OIL	68648-38-4	-	EMULSIFYING, SURFACTANT	
PEG-75 LANOLIN WAX	-	-	EMULSIFYING, SURFACTANT	
PEG-75 LAURATE	9004-81-3		SURFACTANT	
PEG-75 MEADOWFOAM OIL	-	-	EMOLLIENT, EMULSIFYING, SURFACTANT	
PEG-75 OLEATE	9004-96-0		SURFACTANT	
PEG-75 PROPYLENE GLYCOL STEARATE	-	-	EMULSIFYING, SURFACTANT	
PEG-75 SHEA BUTTER GLYCERIDES	226993-83-5	-	EMULSIFYING, SURFACTANT	
PEG-75 SHOREA BUTTER GLYCERIDES	-	-	EMULSIFYING, SURFACTANT	
PEG-75 SORBITAN LANOLATE	-	-	EMULSIFYING, SURFACTANT	
PEG-75 SORBITAN LAURATE	9005-64-5	-	SURFACTANT	
PEG-75 SOY GLYCERIDES			EMOLLIENT, EMULSIFYING	
PEG-75 STEARATE	9004-99-3		SURFACTANT	
PEG-78 GLYCERYL COCOATE	-	-	EMULSIFYING, SURFACTANT	
PEG-7M	25322-68-3		BINDING, EMULSION STABILISING, VISCOSITY CONTROLLING	
PEG-8	5117-19-1 / 25322-68-3 (generic)	225-856-4	HUMECTANT, SOLVENT	
PEG-8 ALLYL ETHER				
PEG-8 AMODIMETHICONE	182700-78-3	-	HAIR CONDITIONING	
PEG-8 AVOCADOATE			EMULSIFYING	
PEG-8 BEESWAX			EMULSIFYING	
PEG-8 BEHENATE			EMULSIFYING	
PEG-8 C12-18 ALKYL ESTER			EMULSIFYING, SURFACTANT	
PEG-8 CAPRATE			EMULSIFYING	
PEG-8 CAPRYLATE			EMULSIFYING	
PEG-8 CAPRYLATE/CAPRATE			EMULSIFYING	
PEG-8 CAPRYLIC/CAPRIC GLYCERIDES			EMULSIFYING	
PEG-8 CASTOR OIL	61791-12-6		EMULSIFYING, SURFACTANT	
PEG-8 CETYL DIMETHICONE			SKIN CONDITIONING	
PEG-8 COCAMINE	-	-	CLEANSING, EMULSIFYING, SURFACTANT	
PEG-8 COCOATE	61791-29-5		EMULSIFYING	
PEG-8 CRANBERRIATE			EMULSIFYING	
PEG-8 DI/TRIRICINOLEATE			EMULSIFYING	
PEG-8 DICOCOATE			EMULSIFYING	
PEG-8 DIISOSTEARATE			EMULSIFYING	
PEG-8 DILAURATE	9005-02-1		EMULSIFYING	
PEG-8  DIMETHICONE			EMULSIFYING, SURFACTANT	
PEG-8 DIMETHICONE DIMER DILINOLEATE	-	-	FILM FORMING	
PEG-8 DIMETHICONE/DIMER DILINOLEIC ACID COPOLYMER	-	-	EMOLLIENT, SKIN CONDITIONING	
PEG-8 DIMETHICONE/POLYSORBATE 20 CROSSPOLYMER	-	-	EMULSION STABILISING	
PEG-8 DIOLEATE	9005-07-6		EMULSIFYING	
PEG-8 DISTEARATE	9005-08-7		EMULSIFYING	
PEG-8 DISTEARMONIUM CHLORIDE PG-DIMETHICONE	-	-	HAIR CONDITIONING	
PEG-8 DITALLATE	61791-01-3		EMULSIFYING	
PEG-8 DODECENYLSUCCINATE			EMULSIFYING	
PEG-8 GLYCERYL ISOSTEARATE			EMOLLIENT, EMULSIFYING	
PEG-8 GLYCERYL LAURATE	59070-56-3		EMULSIFYING	
PEG-8 GLYCERYL TRILAURATE			VISCOSITY CONTROLLING	
PEG-8 HYALURONATE			EMOLLIENT, SKIN CONDITIONING	
PEG-8 HYDROGENATED CASTOR OIL	61788-85-0		EMULSIFYING, SURFACTANT	
PEG-8 HYDROGENATED FISH GLYCERIDES			EMOLLIENT, EMULSIFYING	
PEG-8 HYDROGENATED TALLOW AMINE	61791-26-2	500-153-8	EMULSIFYING	
PEG-8 ISOLAURYL THIOETHER			EMULSIFYING	
PEG-8 ISOSTEARATE	56002-14-3		EMULSIFYING	
PEG-8 LANOLATE	68459-50-7		EMULSIFYING	
PEG-8 LAURATE	9004-81-3		EMULSIFYING, SURFACTANT	
PEG-8 LINOLEATE			EMOLLIENT	
PEG-8 LINOLENATE			EMOLLIENT	
PEG-8 METHICONE			EMOLLIENT, HAIR CONDITIONING	
PEG-8 METHYL ETHER DIMETHICONE	-	-	CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT	
PEG-8 METHYL ETHER TRIETHOXYSILANE			SURFACTANT	
PEG-8 MYRISTATE			EMULSIFYING	
PEG-8 OLEATE	9004-96-0		EMULSIFYING	
PEG-8 PALMITOYL METHYL DIETHONIUM METHOSULFATE			ANTISTATIC	
PEG-8 PEG-4 DIMETHICONE			EMULSIFYING, HAIR CONDITIONING, SURFACTANT	
PEG-8 PG-COCO-GLUCOSIDE DIMETHICONE			FOAM BOOSTING, HAIR CONDITIONING, SKIN CONDITIONING	
PEG-8 PHOSPHATE	9056-42-2	-	SKIN PROTECTING	
PEG-8 PPG-8 DIMETHICONE			EMULSIFYING, SURFACTANT	
PEG-8 PROPYLENE GLYCOL COCOATE	126645-98-5		EMULSIFYING, SURFACTANT	
PEG-8 PROPYLHEPTYL ETHER	-	-	EMULSION STABILISING	
PEG-8 RASPBERRIATE			EMULSIFYING	
PEG-8 RICINOLEATE	9004-97-1		SURFACTANT	
PEG-8 SESQUILAURATE			EMULSIFYING	
PEG-8 SESQUIOLEATE			EMULSIFYING	
PEG-8/SMDI COPOLYMER	39444-87-6		FILM FORMING	
PEG-8 SOYAMINE	61791-24-0		EMULSIFYING, SURFACTANT	
PEG-8 STEARATE	9004-99-3		EMULSIFYING, HUMECTANT, SURFACTANT	
PEG-8 TALLATE	61791-00-2		EMULSIFYING	
PEG-8 TALLOW AMIDE			EMULSIFYING	
PEG-8 TRIFLUOROPROPYL DIMETHICONE COPOLYMER			HAIR CONDITIONING, SKIN CONDITIONING	
PEG-8 TRISILOXANE	27306-78-1	-	EMOLLIENT, EMULSIFYING, FOAM BOOSTING, SKIN CONDITIONING, SURFACTANT	
PEG-8 UNDECYLENATE			EMULSIFYING	
PEG-80	25322-68-3		BINDING, HUMECTANT, SOLVENT	
PEG-80 BETULINATE	-	-	HAIR CONDITIONING, SKIN CONDITIONING	
PEG-80 CASTOR OIL	61791-12-6	-	EMULSIFYING, SURFACTANT	
PEG-80 GLYCERYL COCOATE	-	-	EMULSIFYING, SURFACTANT	
PEG-80 GLYCERYL TALLOWATE	68553-11-7	-	EMULSIFYING, SURFACTANT	
PEG-80 HYDROGENATED CASTOR OIL	61788-85-0	-	EMULSIFYING, SURFACTANT	
PEG-80 HYDROGENATED DIMER DILINOLEATE	-	-	EMULSIFYING, SURFACTANT	
PEG-80 HYDROGENATED GLYCERYL PALMATE	-	-	CLEANSING, EMULSIFYING, SOLVENT, SURFACTANT	
PEG-80 METHYL GLUCOSE LAURATE	-	-	EMULSIFYING, SURFACTANT	
PEG-80 SORBITAN LAURATE	9005-64-5	-	SURFACTANT	
PEG-80 SORBITAN PALMITATE	9005-66-7	-	EMULSIFYING, SURFACTANT	
PEG-80 STEARATE	9004-99-3		CLEANSING, SURFACTANT	
PEG-800	25322-68-3		ANTICAKING, BINDING, HUMECTANT, PLASTICISER, VISCOSITY CONTROLLING	
PEG-800/POLYVINYL ALCOHOL COPOLYMER			FILM FORMING, HAIR FIXING	
PEG-82 GLYCERYL TALLOWATE	-	-	EMULSIFYING, SURFACTANT	
PEG-85 LANOLIN	61790-81-6		EMULSIFYING, SURFACTANT	
PEG-9	25322-68-3		HUMECTANT, SOLVENT	
PEG-9 AVOCADOATE			EMULSIFYING	
PEG-9 BORAGEATE			EMULSIFYING	
PEG-9 BUTYLENE GLYCOL LAURATE			EMOLLIENT, EMULSIFYING	
PEG-9 BUTYLOCTANOATE			EMULSIFYING	
PEG-9 C10-14 OLEFIN/MA COPOLYMER			EMULSION STABILISING	
PEG-9 CASTOR OIL	61791-12-6		EMULSIFYING, SURFACTANT	
PEG-9 COCOATE	61791-29-5		EMULSIFYING	
PEG-9 COCOGLYCERIDES	67762-35-0		EMOLLIENT, EMULSIFYING	
PEG-9 DIETHYLMONIUM CHLORIDE			EMULSIFYING	
